epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.63955,5.86242,4.15767,4.2486,0,0,0,0,6.15391,4.35442,4.16062,3.334e-05,3.334e-05,3.334e-05
2,2.29584,5.73304,4.10143,4.14683,0,0,0,0,6.15486,4.35423,4.16249,5.58445e-05,5.58445e-05,5.58445e-05
3,2.86683,6.37678,4.21088,4.33293,0,0,0,0,6.15558,4.35418,4.16382,4.53424e-05,4.53424e-05,4.53424e-05
